State,Year,Section_raw,Category_or_Location,Value,Note,Note2,Section,Category_or_Place
Maine,2020,Firearm Types with a Maine Recovery,Revolvers,48,,,Firearms Types Recovered in State,Revolvers
Maine,2020,Firearm Types with a Maine Recovery,Derringers,7,,,Firearms Types Recovered in State,Derringers
Maine,2020,Firearm Types with a Maine Recovery,Other*,4,"* Other includes a Destructive Device, a Machinegun, a Receiver/Frame and a Silencer.",,Firearms Types Recovered in State,Other*
Maine,2020,Top Calibers Reported on Firearm Traces with a Maine Recovery,9mm,148,,,Top Calibers Reported,9mm
Maine,2020,Top Calibers Reported on Firearm Traces with a Maine Recovery,.22 Cal,81,,,Top Calibers Reported,.22 Cal
Maine,2020,Top Calibers Reported on Firearm Traces with a Maine Recovery,12GA,66,,,Top Calibers Reported,12GA
Maine,2020,Top Calibers Reported on Firearm Traces with a Maine Recovery,.380 Cal,47,,,Top Calibers Reported,.380 Cal
Maine,2020,Top Calibers Reported on Firearm Traces with a Maine Recovery,.45 Cal,46,,,Top Calibers Reported,.45 Cal
Maine,2020,Top Calibers Reported on Firearm Traces with a Maine Recovery,.40 Cal,42,,,Top Calibers Reported,.40 Cal
Maine,2020,Top Calibers Reported on Firearm Traces with a Maine Recovery,5.56mm,17,,,Top Calibers Reported,5.56mm
Maine,2020,Top Calibers Reported on Firearm Traces with a Maine Recovery,.38 Cal,14,,,Top Calibers Reported,.38 Cal
Maine,2020,Top Calibers Reported on Firearm Traces with a Maine Recovery,20GA,14,,,Top Calibers Reported,20GA
Maine,2020,Top Calibers Reported on Firearm Traces with a Maine Recovery,MULTI,14,NOTE: There were 117 additional traces that were associated with other calibers. There were 18 traces with an unknown caliber.,,Top Calibers Reported,MULTI
Maine,2020,Top Categories Reported on Firearm Traces with a Maine Recovery,Firearm Under Investigation,267,,,Top Crimes Reported,Firearm Under Investigation
Maine,2020,Top Categories Reported on Firearm Traces with a Maine Recovery,Possession of Weapon,129,,,Top Crimes Reported,Possession of Weapon
Maine,2020,Top Categories Reported on Firearm Traces with a Maine Recovery,Dangerous Drugs,84,,,Top Crimes Reported,Dangerous Drugs
Maine,2020,Top Categories Reported on Firearm Traces with a Maine Recovery,Family Offense,34,,,Top Crimes Reported,Family Offense
Maine,2020,Top Categories Reported on Firearm Traces with a Maine Recovery,Found Firearm,26,,,Top Crimes Reported,Found Firearm
Maine,2020,Top Categories Reported on Firearm Traces with a Maine Recovery,Weapon Offense,23,,,Top Crimes Reported,Weapon Offense
Maine,2020,Top Categories Reported on Firearm Traces with a Maine Recovery,Public Peace,9,,,Top Crimes Reported,Public Peace
Maine,2020,Top Categories Reported on Firearm Traces with a Maine Recovery,Suicide,7,,,Top Crimes Reported,Suicide
Maine,2020,Top Categories Reported on Firearm Traces with a Maine Recovery,Homicide,6,,,Top Crimes Reported,Homicide
Maine,2020,Top Categories Reported on Firearm Traces with a Maine Recovery,Suicide - Attempted,6,NOTE: There were 33 additional traces that were associated with other categories.,,Top Crimes Reported,Suicide - Attempted
Maine,2020,Top 15 Source States for Firearms with a Maine Recovery,Maine,388,,,Top States Where Firearms Came From,Maine
Maine,2020,Top 15 Source States for Firearms with a Maine Recovery,New Hampshire,19,,,Top States Where Firearms Came From,New Hampshire
Maine,2020,Top 15 Source States for Firearms with a Maine Recovery,Florida,8,,,Top States Where Firearms Came From,Florida
Maine,2020,Top 15 Source States for Firearms with a Maine Recovery,Maryland,6,,,Top States Where Firearms Came From,Maryland
Maine,2020,Top 15 Source States for Firearms with a Maine Recovery,Arizona,5,,,Top States Where Firearms Came From,Arizona
Maine,2020,Top 15 Source States for Firearms with a Maine Recovery,Massachusetts,5,,,Top States Where Firearms Came From,Massachusetts
Maine,2020,Top 15 Source States for Firearms with a Maine Recovery,Connecticut,3,,,Top States Where Firearms Came From,Connecticut
Maine,2020,Top 15 Source States for Firearms with a Maine Recovery,Georgia,3,,,Top States Where Firearms Came From,Georgia
Maine,2020,Top 15 Source States for Firearms with a Maine Recovery,Pennsylvania,3,,,Top States Where Firearms Came From,Pennsylvania
Maine,2020,Top 15 Source States for Firearms with a Maine Recovery,Kansas,2,,,Top States Where Firearms Came From,Kansas
Maine,2020,Top 15 Source States for Firearms with a Maine Recovery,Nevada,2,,,Top States Where Firearms Came From,Nevada
Maine,2020,Top 15 Source States for Firearms with a Maine Recovery,New York,2,,,Top States Where Firearms Came From,New York
Maine,2020,Top 15 Source States for Firearms with a Maine Recovery,North Carolina,2,,,Top States Where Firearms Came From,North Carolina
Maine,2020,Top 15 Source States for Firearms with a Maine Recovery,Vermont,2,,,Top States Where Firearms Came From,Vermont
Maine,2020,Top 15 Source States for Firearms with a Maine Recovery,Virginia,2,NOTE: An additional 17 states accounted for 17 other traces. The source state was identified in 469 total traces.,,Top States Where Firearms Came From,Virginia
Maine,2020,Time-To-Crime Rates for Firearms with a Maine Recovery,Under 3 Months,47,,,Time-to-Crime for Firearms Recovered in State,Under 3 Months
Maine,2020,Time-To-Crime Rates for Firearms with a Maine Recovery,3 Months to Under 7 Months,44,,,Time-to-Crime for Firearms Recovered in State,3 Months to Under 7 Months
Maine,2020,Time-To-Crime Rates for Firearms with a Maine Recovery,7 Months to Under 1 Year,17,,,Time-to-Crime for Firearms Recovered in State,7 Months to Under 1 Year
Maine,2020,Time-To-Crime Rates for Firearms with a Maine Recovery,1 Year to Under 2 Years,31,,,Time-to-Crime for Firearms Recovered in State,1 Year to Under 2 Years
Maine,2020,Time-To-Crime Rates for Firearms with a Maine Recovery,2 Years to Under 3 Years,28,,,Time-to-Crime for Firearms Recovered in State,2 Years to Under 3 Years
Maine,2020,Time-To-Crime Rates for Firearms with a Maine Recovery,3 Years and Over,296,1/1/2020-12/31/2020 Maine Average Time-to-Crime: 8.23 Years,1/1/2020-12/31/2020 National Average Time-to-Crime: 7.01 Years,Time-to-Crime for Firearms Recovered in State,3 Years and Over
Maine,2020,Age of Possessors for Firearms with a Maine Recovery,17 and Under,4,,,Age of Possessors,17 and Under
Maine,2020,Age of Possessors for Firearms with a Maine Recovery,18 to 21,33,,,Age of Possessors,18 to 21
Maine,2020,Age of Possessors for Firearms with a Maine Recovery,22 to 24,23,,,Age of Possessors,22 to 24
Maine,2020,Age of Possessors for Firearms with a Maine Recovery,25 to 30,55,,,Age of Possessors,25 to 30
Maine,2020,Age of Possessors for Firearms with a Maine Recovery,31 to 40,108,,,Age of Possessors,31 to 40
Maine,2020,Age of Possessors for Firearms with a Maine Recovery,41 to 50,55,,,Age of Possessors,41 to 50
Maine,2020,Age of Possessors for Firearms with a Maine Recovery,Over 50,116,1/1/2020-12/31/2020 Maine Average Age of Possessor: 40 Years,1/1/2020-12/31/2020 National Average Age of Possessor: 34 Years,Age of Possessors,Over 50
Maine,2020,Top Recovery Cities for Firearms with a Maine Recovery,Rangeley,79,,,Top Recovery Cities in State,Rangeley
Maine,2020,Top Recovery Cities for Firearms with a Maine Recovery,Portland,72,,,Top Recovery Cities in State,Portland
Maine,2020,Top Recovery Cities for Firearms with a Maine Recovery,Bangor,30,,,Top Recovery Cities in State,Bangor
Maine,2020,Top Recovery Cities for Firearms with a Maine Recovery,Gorham,28,,,Top Recovery Cities in State,Gorham
Maine,2020,Top Recovery Cities for Firearms with a Maine Recovery,Lewiston,25,,,Top Recovery Cities in State,Lewiston
Maine,2020,Top Recovery Cities for Firearms with a Maine Recovery,Kingfield,16,,,Top Recovery Cities in State,Kingfield
Maine,2020,Top Recovery Cities for Firearms with a Maine Recovery,Auburn,14,,,Top Recovery Cities in State,Auburn
Maine,2020,Top Recovery Cities for Firearms with a Maine Recovery,Augusta,14,,,Top Recovery Cities in State,Augusta
Maine,2020,Top Recovery Cities for Firearms with a Maine Recovery,Saco,13,,,Top Recovery Cities in State,Saco
Maine,2020,Top Recovery Cities for Firearms with a Maine Recovery,Wales,13,,,Top Recovery Cities in State,Wales
Maine,2021,Firearm Types with a Maine Recovery,Pistols,288,,,Firearms Types Recovered in State,Pistols
Maine,2021,Firearm Types with a Maine Recovery,Rifles,106,,,Firearms Types Recovered in State,Rifles
Maine,2021,Firearm Types with a Maine Recovery,Revolvers,63,,,Firearms Types Recovered in State,Revolvers
Maine,2021,Firearm Types with a Maine Recovery,Shotguns,46,,,Firearms Types Recovered in State,Shotguns
Maine,2021,Firearm Types with a Maine Recovery,Machineguns,5,,,Firearms Types Recovered in State,Machineguns
Maine,2021,Firearm Types with a Maine Recovery,Other*,5,"* Other includes Derringers, Receivers/Frames and an Unknown Type.",,Firearms Types Recovered in State,Other*
Maine,2021,Top Calibers Reported on Firearm Traces with a Maine Recovery,9mm,176,,,Top Calibers Reported,9mm
Maine,2021,Top Calibers Reported on Firearm Traces with a Maine Recovery,.22 Cal,65,,,Top Calibers Reported,.22 Cal
Maine,2021,Top Calibers Reported on Firearm Traces with a Maine Recovery,.45 Cal,36,,,Top Calibers Reported,.45 Cal
Maine,2021,Top Calibers Reported on Firearm Traces with a Maine Recovery,.380 Cal,29,,,Top Calibers Reported,.380 Cal
Maine,2021,Top Calibers Reported on Firearm Traces with a Maine Recovery,12GA,27,,,Top Calibers Reported,12GA
Maine,2021,Top Calibers Reported on Firearm Traces with a Maine Recovery,.38 Cal,22,,,Top Calibers Reported,.38 Cal
Maine,2021,Top Calibers Reported on Firearm Traces with a Maine Recovery,.40 Cal,21,,,Top Calibers Reported,.40 Cal
Maine,2021,Top Calibers Reported on Firearm Traces with a Maine Recovery,5.56mm,13,,,Top Calibers Reported,5.56mm
Maine,2021,Top Calibers Reported on Firearm Traces with a Maine Recovery,.357 Cal,11,,,Top Calibers Reported,.357 Cal
Maine,2021,Top Calibers Reported on Firearm Traces with a Maine Recovery,.44 Cal,11,,,Top Calibers Reported,.44 Cal
Maine,2021,Top Calibers Reported on Firearm Traces with a Maine Recovery,20GA,11,NOTE: There were 83 additional traces that were associated with other calibers. There were eight traces with an unknown caliber.,,Top Calibers Reported,20GA
Maine,2021,Top Categories Reported on Firearm Traces with a Maine Recovery,Firearm Under Investigation,199,,,Top Crimes Reported,Firearm Under Investigation
Maine,2021,Top Categories Reported on Firearm Traces with a Maine Recovery,Possession of Weapon,116,,,Top Crimes Reported,Possession of Weapon
Maine,2021,Top Categories Reported on Firearm Traces with a Maine Recovery,Found Firearm,52,,,Top Crimes Reported,Found Firearm
Maine,2021,Top Categories Reported on Firearm Traces with a Maine Recovery,Burglary,38,,,Top Crimes Reported,Burglary
Maine,2021,Top Categories Reported on Firearm Traces with a Maine Recovery,Dangerous Drugs,38,,,Top Crimes Reported,Dangerous Drugs
Maine,2021,Top Categories Reported on Firearm Traces with a Maine Recovery,Family Offense,12,,,Top Crimes Reported,Family Offense
Maine,2021,Top Categories Reported on Firearm Traces with a Maine Recovery,Suicide,10,,,Top Crimes Reported,Suicide
Maine,2021,Top Categories Reported on Firearm Traces with a Maine Recovery,Traffic Offense,10,,,Top Crimes Reported,Traffic Offense
Maine,2021,Top Categories Reported on Firearm Traces with a Maine Recovery,Simple Assault,6,,,Top Crimes Reported,Simple Assault
Maine,2021,Top Categories Reported on Firearm Traces with a Maine Recovery,Threat,6,NOTE: There were 26 additional traces that were associated with other categories.,* A homicide category was reported on four traces.,Top Crimes Reported,Threat
Maine,2021,Source States for Firearms with a Maine Recovery,Maine,299,,,Top States Where Firearms Came From,Maine
Maine,2021,Source States for Firearms with a Maine Recovery,New Hampshire,17,,,Top States Where Firearms Came From,New Hampshire
Maine,2021,Source States for Firearms with a Maine Recovery,Florida,7,,,Top States Where Firearms Came From,Florida
Maine,2021,Source States for Firearms with a Maine Recovery,Texas,6,,,Top States Where Firearms Came From,Texas
Maine,2021,Source States for Firearms with a Maine Recovery,Georgia,5,,,Top States Where Firearms Came From,Georgia
Maine,2021,Source States for Firearms with a Maine Recovery,Massachusetts,4,,,Top States Where Firearms Came From,Massachusetts
Maine,2021,Source States for Firearms with a Maine Recovery,North Carolina,4,,,Top States Where Firearms Came From,North Carolina
Maine,2021,Source States for Firearms with a Maine Recovery,South Carolina,4,,,Top States Where Firearms Came From,South Carolina
Maine,2021,Source States for Firearms with a Maine Recovery,Ohio,3,,,Top States Where Firearms Came From,Ohio
Maine,2021,Source States for Firearms with a Maine Recovery,Vermont,3,,,Top States Where Firearms Came From,Vermont
Maine,2021,Source States for Firearms with a Maine Recovery,Louisiana,2,,,Top States Where Firearms Came From,Louisiana
Maine,2021,Source States for Firearms with a Maine Recovery,Pennsylvania,2,,,Top States Where Firearms Came From,Pennsylvania
Maine,2021,Source States for Firearms with a Maine Recovery,Wisconsin,2,,,Top States Where Firearms Came From,Wisconsin
Maine,2021,Source States for Firearms with a Maine Recovery,Alabama,1,,,Top States Where Firearms Came From,Alabama
Maine,2021,Source States for Firearms with a Maine Recovery,Arizona,1,,,Top States Where Firearms Came From,Arizona
Maine,2021,Source States for Firearms with a Maine Recovery,Arkansas,1,,,Top States Where Firearms Came From,Arkansas
Maine,2021,Source States for Firearms with a Maine Recovery,California,1,,,Top States Where Firearms Came From,California
Maine,2021,Source States for Firearms with a Maine Recovery,Connecticut,1,,,Top States Where Firearms Came From,Connecticut
Maine,2021,Source States for Firearms with a Maine Recovery,Idaho,1,,,Top States Where Firearms Came From,Idaho
Maine,2021,Source States for Firearms with a Maine Recovery,Maryland,1,,,Top States Where Firearms Came From,Maryland
Maine,2021,Source States for Firearms with a Maine Recovery,Michigan,1,,,Top States Where Firearms Came From,Michigan
Maine,2021,Source States for Firearms with a Maine Recovery,Nevada,1,,,Top States Where Firearms Came From,Nevada
Maine,2021,Source States for Firearms with a Maine Recovery,New Jersey,1,,,Top States Where Firearms Came From,New Jersey
Maine,2021,Source States for Firearms with a Maine Recovery,New Mexico,1,,,Top States Where Firearms Came From,New Mexico
Maine,2021,Source States for Firearms with a Maine Recovery,Oklahoma,1,,,Top States Where Firearms Came From,Oklahoma
Maine,2021,Source States for Firearms with a Maine Recovery,Rhode Island,1,,,Top States Where Firearms Came From,Rhode Island
Maine,2021,Source States for Firearms with a Maine Recovery,Tennessee,1,,,Top States Where Firearms Came From,Tennessee
Maine,2021,Source States for Firearms with a Maine Recovery,Utah,1,,,Top States Where Firearms Came From,Utah
Maine,2021,Source States for Firearms with a Maine Recovery,Virginia,1,NOTE: The source state was identified in 374 total traces.,,Top States Where Firearms Came From,Virginia
Maine,2021,Time-To-Crime Rates for Firearms with a Maine Recovery,Under 3 Months,45,,,Time-to-Crime for Firearms Recovered in State,Under 3 Months
Maine,2021,Time-To-Crime Rates for Firearms with a Maine Recovery,3 Months to Under 7 Months,34,,,Time-to-Crime for Firearms Recovered in State,3 Months to Under 7 Months
Maine,2021,Time-To-Crime Rates for Firearms with a Maine Recovery,7 Months to Under 1 Year,29,,,Time-to-Crime for Firearms Recovered in State,7 Months to Under 1 Year
Maine,2021,Time-To-Crime Rates for Firearms with a Maine Recovery,1 Year to Under 2 Years,47,,,Time-to-Crime for Firearms Recovered in State,1 Year to Under 2 Years
Maine,2021,Time-To-Crime Rates for Firearms with a Maine Recovery,2 Years to Under 3 Years,19,,,Time-to-Crime for Firearms Recovered in State,2 Years to Under 3 Years
